image_filename,image_path,image_sha256,video_filename,video_sha256,session_group,subdomain_group,source_frame_index,timestamp_seconds,image_width,image_height,temporal_bin,target_bins_for_video,phash
Ants7_f001450_t0024p176s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants7_f001450_t0024p176s.jpg,bce112e9c7ddb8348b891c0c4e610a8d43a3fd462b1d265e861df895ac83535c,Ants7.mp4,f1b690fcca541958f4026e733c3b93db0599919d60940a4c37de3f5e286be848,session_B_2026-08-14_lateral_chamber,lateral_chamber,1450,24.17638,1920,1080,2,8,fda2e0d5bee09fb5
Ants7_f001997_t0033p297s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants7_f001997_t0033p297s.jpg,1e8825aacc8c5067d6d01349822926157773f46ac22aa91c28167f04a9d69927,Ants7.mp4,f1b690fcca541958f4026e733c3b93db0599919d60940a4c37de3f5e286be848,session_B_2026-08-14_lateral_chamber,lateral_chamber,1997,33.296711,1920,1080,3,8,ffe2e0d1bfe08fb5
Ants7_f002545_t0042p434s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants7_f002545_t0042p434s.jpg,ff0864a19249121c098ed513a7bec73f1773aafd71f25e1b6cf422c330c3d75e,Ants7.mp4,f1b690fcca541958f4026e733c3b93db0599919d60940a4c37de3f5e286be848,session_B_2026-08-14_lateral_chamber,lateral_chamber,2545,42.433715,1920,1080,4,8,ffe260d1bf60cb35
Ants7_f003174_t0052p921s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants7_f003174_t0052p921s.jpg,d1da367ead03563370d8a8c28e37f6b7a01ca6eae02b38a4c2e4ff338ba293ba,Ants7.mp4,f1b690fcca541958f4026e733c3b93db0599919d60940a4c37de3f5e286be848,session_B_2026-08-14_lateral_chamber,lateral_chamber,3174,52.921261,1920,1080,5,8,ffe260d1bfe0cbb5
Ants7_f003475_t0057p940s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants7_f003475_t0057p940s.jpg,786a5eecb9da8c668ed344e1ca91c5b8234af747179a5074bd748c6c731ec6a8,Ants7.mp4,f1b690fcca541958f4026e733c3b93db0599919d60940a4c37de3f5e286be848,session_B_2026-08-14_lateral_chamber,lateral_chamber,3475,57.939944,1920,1080,6,8,ffe260d0bfe0cfb5
Ants7_f004269_t0071p179s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants7_f004269_t0071p179s.jpg,e7421d72cd1273a71f3313d957d8c6dea1f30a666af9f8f37779f27f6009ea47,Ants7.mp4,f1b690fcca541958f4026e733c3b93db0599919d60940a4c37de3f5e286be848,session_B_2026-08-14_lateral_chamber,lateral_chamber,4269,71.178596,1920,1080,7,8,ffe220d1bf60cb1f
Ants8_f000161_t0002p684s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants8_f000161_t0002p684s.jpg,341b5920355e5ad7264eb384426ae8aae80c38b5140bf4e75e6893418593dff0,Ants8.mp4,a6d215f234f5055e70c30ffa083fd900b22e3579371ca08f220ca5b0ee1680b8,session_B_2026-08-14_lateral_chamber,lateral_chamber,161,2.68444,1920,1080,0,8,ead588df95e09fb1
Ants8_f000827_t0013p789s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants8_f000827_t0013p789s.jpg,acfe1574fd036f36ab0a7e666978cad6df0931e28bb3d0539910468fdb0645a9,Ants8.mp4,a6d215f234f5055e70c30ffa083fd900b22e3579371ca08f220ca5b0ee1680b8,session_B_2026-08-14_lateral_chamber,lateral_chamber,827,13.78902,1920,1080,1,8,ead5a8c89de5ce9d
Ants8_f001080_t0018p007s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants8_f001080_t0018p007s.jpg,1e8de210e55e96ea33cd2b7db0dfc1c1acd4c305295ba77a1d3258c1077b442a,Ants8.mp4,a6d215f234f5055e70c30ffa083fd900b22e3579371ca08f220ca5b0ee1680b8,session_B_2026-08-14_lateral_chamber,lateral_chamber,1080,18.007427,1920,1080,2,8,ead5a8dd95e48fb1
Ants8_f001746_t0029p112s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants8_f001746_t0029p112s.jpg,2a48be43b4abb0dfeb006329bb9cbd4882e466b672d3f9f91ee459b793e11acf,Ants8.mp4,a6d215f234f5055e70c30ffa083fd900b22e3579371ca08f220ca5b0ee1680b8,session_B_2026-08-14_lateral_chamber,lateral_chamber,1746,29.112006,1920,1080,3,8,ea512aca9734ea9e
Ants8_f001929_t0032p163s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants8_f001929_t0032p163s.jpg,255e4d85bf1286fe10e5b5e6095cee7415d65e7a3f3e7ce0be6db8538299d205,Ants8.mp4,a6d215f234f5055e70c30ffa083fd900b22e3579371ca08f220ca5b0ee1680b8,session_B_2026-08-14_lateral_chamber,lateral_chamber,1929,32.163265,1920,1080,4,8,eac5a8cf95ecce9c
Ants8_f002527_t0042p134s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants8_f002527_t0042p134s.jpg,58bfc0b2d8c388fa4eba122973f19ad8468d055e6740cbef5c61c5327842479c,Ants8.mp4,a6d215f234f5055e70c30ffa083fd900b22e3579371ca08f220ca5b0ee1680b8,session_B_2026-08-14_lateral_chamber,lateral_chamber,2527,42.134043,1920,1080,5,8,ead50ace9fe0ca9d
Ants8_f002917_t0048p637s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants8_f002917_t0048p637s.jpg,56bf76f71f332e6d0f80721427da5f697a75898b88ba5d847082fb3449c2d152,Ants8.mp4,a6d215f234f5055e70c30ffa083fd900b22e3579371ca08f220ca5b0ee1680b8,session_B_2026-08-14_lateral_chamber,lateral_chamber,2917,48.636725,1920,1080,6,8,e8c98acdbfe899b1
Ants8_f003308_t0055p156s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants8_f003308_t0055p156s.jpg,080245c535057fe7f6007e01bdc8afb1df9e9b4ad6cbd74cbf99ea40858f6dc3,Ants8.mp4,a6d215f234f5055e70c30ffa083fd900b22e3579371ca08f220ca5b0ee1680b8,session_B_2026-08-14_lateral_chamber,lateral_chamber,3308,55.156081,1920,1080,7,8,eb450aca9f32ea8f
Ants10_f000145_t0002p416s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants10_f000145_t0002p416s.jpg,52ce144bc4e630cd9728350574e5f6189a3f07de8e0898198d720c0001035e5a,Ants10.mp4,876763613a636b6f4d561e08fee76a0ed51147e6527e93baaca6ae4d3b4aaa18,session_B_2026-08-14_topdown_arena,topdown_arena,145,2.415869,1080,1920,0,8,ccde33ac8e8bd8e2
Ants10_f001086_t0018p094s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants10_f001086_t0018p094s.jpg,9986fc6406054851515d5e2abd88eadc182392941aa5942d4bbd23c06ded5ba2,Ants10.mp4,876763613a636b6f4d561e08fee76a0ed51147e6527e93baaca6ae4d3b4aaa18,session_B_2026-08-14_topdown_arena,topdown_arena,1086,18.094027,1080,1920,1,8,cc9e33bc8c8bd9c6
Ants10_f001702_t0028p357s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants10_f001702_t0028p357s.jpg,1ac981442a476d44bd1b78489c0355a329ead91f50280ad91238e7d864f32eb7,Ants10.mp4,876763613a636b6f4d561e08fee76a0ed51147e6527e93baaca6ae4d3b4aaa18,session_B_2026-08-14_topdown_arena,topdown_arena,1702,28.357306,1080,1920,2,8,cc9633b88ccbd9e6
Ants10_f002534_t0042p219s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants10_f002534_t0042p219s.jpg,fd71cbef5689a8149eee48d3864d8357ad35728e2db2a08baad5d0f74aec7b96,Ants10.mp4,876763613a636b6f4d561e08fee76a0ed51147e6527e93baaca6ae4d3b4aaa18,session_B_2026-08-14_topdown_arena,topdown_arena,2534,42.219396,1080,1920,3,8,ccd633988ccbd9e6
Ants10_f003259_t0054p299s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants10_f003259_t0054p299s.jpg,cb07da498f7e9b7035c7c021cf7593551062234af47ea161114a84f3aff91996,Ants10.mp4,876763613a636b6f4d561e08fee76a0ed51147e6527e93baaca6ae4d3b4aaa18,session_B_2026-08-14_topdown_arena,topdown_arena,3259,54.298742,1080,1920,4,8,ccd633988ccbd9e6
Ants10_f003983_t0066p361s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants10_f003983_t0066p361s.jpg,adce36f9a1d74f1cb293817db6dc953f5a4f18f1f80890197abbfcf3f5effffa,Ants10.mp4,876763613a636b6f4d561e08fee76a0ed51147e6527e93baaca6ae4d3b4aaa18,session_B_2026-08-14_topdown_arena,topdown_arena,3983,66.361427,1080,1920,5,8,ccd633b88ccbd8e6
Ants10_f004815_t0080p224s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants10_f004815_t0080p224s.jpg,3eadf66766cf0085ec24db77fe88ce4bb2b0c6fe2229173122ce36f37d8bb97d,Ants10.mp4,876763613a636b6f4d561e08fee76a0ed51147e6527e93baaca6ae4d3b4aaa18,session_B_2026-08-14_topdown_arena,topdown_arena,4815,80.223518,1080,1920,6,8,ccd233bc8c8bd9e6
Ants10_f005322_t0088p671s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants10_f005322_t0088p671s.jpg,cd42132047bc0caef2aafd8578753846c8bbcf99b0c194808a68024580cff0d9,Ants10.mp4,876763613a636b6f4d561e08fee76a0ed51147e6527e93baaca6ae4d3b4aaa18,session_B_2026-08-14_topdown_arena,topdown_arena,5322,88.670729,1080,1920,7,8,ccd63398cc8bd9e6
Ants5_f000230_t0003p832s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants5_f000230_t0003p832s.jpg,10f0216ee379cf0eeb659ccc0d7af8d78e3355f0fd20e2b8d8943b5b6cd7b381,Ants5.mp4,9ad3cddc7e050ccc47233797ac219d17902e7ee5672b150bf0b6a2dffab3910c,session_B_2026-08-14_topdown_arena,topdown_arena,230,3.832067,1080,1920,0,8,ccd833b88c8bd9ee
Ants5_f000761_t0012p679s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants5_f000761_t0012p679s.jpg,b9f859de58f33fbf08b71985f085fffd5ef1c1bb302aca0bab9ea4a547bfc88b,Ants5.mp4,9ad3cddc7e050ccc47233797ac219d17902e7ee5672b150bf0b6a2dffab3910c,session_B_2026-08-14_topdown_arena,topdown_arena,761,12.679143,1080,1920,1,8,ccde33a88ccbd9c6
Ants5_f001152_t0019p194s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants5_f001152_t0019p194s.jpg,7331cc1736a3bdb325885735aeaca2b120f09457b828fd287fb98aeeca9d9025,Ants5.mp4,9ad3cddc7e050ccc47233797ac219d17902e7ee5672b150bf0b6a2dffab3910c,session_B_2026-08-14_topdown_arena,topdown_arena,1152,19.193657,1080,1920,2,8,cc9633b88c8bd9ee
Ants5_f001683_t0028p041s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants5_f001683_t0028p041s.jpg,ff1a8602bfa242d450dc1c7393a38f610c601806e1efffd6e3f6406f9c2c6e1f,Ants5.mp4,9ad3cddc7e050ccc47233797ac219d17902e7ee5672b150bf0b6a2dffab3910c,session_B_2026-08-14_topdown_arena,topdown_arena,1683,28.040734,1080,1920,3,8,cc9433b88ccbd9ee
Ants5_f002074_t0034p555s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants5_f002074_t0034p555s.jpg,eb165bc4e7eca21d5888bffdc2e95434dc6d6a93fdc60f95b335ed51defad712,Ants5.mp4,9ad3cddc7e050ccc47233797ac219d17902e7ee5672b150bf0b6a2dffab3910c,session_B_2026-08-14_topdown_arena,topdown_arena,2074,34.555248,1080,1920,4,8,cc9c33b88c8bd9ee
Ants5_f002536_t0042p253s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants5_f002536_t0042p253s.jpg,20180e242818a500fd511eb36992c13711b0cb849194d9eda7d06fd9220f84da,Ants5.mp4,9ad3cddc7e050ccc47233797ac219d17902e7ee5672b150bf0b6a2dffab3910c,session_B_2026-08-14_topdown_arena,topdown_arena,2536,42.252704,1080,1920,5,8,ccd633888ccbd9ee
Ants5_f002858_t0047p618s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants5_f002858_t0047p618s.jpg,0cdd023a099009ba4ee88d1dcd81fe2131fe0962f5d363208bd1ad142f120969,Ants5.mp4,9ad3cddc7e050ccc47233797ac219d17902e7ee5672b150bf0b6a2dffab3910c,session_B_2026-08-14_topdown_arena,topdown_arena,2858,47.617598,1080,1920,6,8,ccd633a88c8bd9f6
