annotation_status,bbox_scale_summary_from_historical_reference,brood_context,cotton_context,dhash64,family_id,filename,final_image_path,food_context,frame_index,historical_annotation_count_reference_only,historical_bbox_stats_reference_only,image_height,image_path,image_sha256,image_width,no_historical_labels_copied,queen_present,reflection_context,selection_reason,source,source_video,timestamp_seconds
manual_relabel_required_no_labels_created,large_ge_ant2_median,False,True,070722078667f3f8,ant2_fam_04_glare_workers,ant2_frame_000301_t0010-043_jpg.rf.e69be6b35f337a3951b808082e104bf2.jpg,datasets/ants_v3_annotation_pack/ant2/final_images/ant2_frame_000301_t0010-043_jpg.rf.e69be6b35f337a3951b808082e104bf2.jpg,False,301,4,"{""area_max"": 0.04546666666666667, ""area_median"": 0.036533333333333334, ""area_min"": 0.009942857142857142, ""count"": 4, ""height_median"": 0.2114285714285714, ""width_median"": 0.1725}",700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000301_t0010-043_jpg.rf.e69be6b35f337a3951b808082e104bf2.jpg,9d6a67d4b0f0de3e3b6ef76a91cd0b51226150a5f34a7b5aa146f3288fbbb305,600,True,False,True,selected for visual diversity: strong local glare/reflections; workers separated from queen area; transition away from brood-heavy region,ant2,samples/ant2.mp4,10.043
manual_relabel_required_no_labels_created,large_ge_ant2_median,False,True,030333078763f1b9,ant2_fam_04_glare_workers,ant2_frame_000315_t0010-510_jpg.rf.23653084add308d50951ab748e0b782c.jpg,datasets/ants_v3_annotation_pack/ant2/final_images/ant2_frame_000315_t0010-510_jpg.rf.23653084add308d50951ab748e0b782c.jpg,False,315,5,"{""area_max"": 0.09662857142857142, ""area_median"": 0.03, ""area_min"": 0.0143, ""count"": 5, ""height_median"": 0.15714285714285714, ""width_median"": 0.18}",700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000315_t0010-510_jpg.rf.23653084add308d50951ab748e0b782c.jpg,9718e20bb760cb1afb0c3067039fb9ba789fd2cf897144c5f0b5a2400e49aa04,600,True,False,True,selected for visual diversity: strong local glare/reflections; workers separated from queen area; transition away from brood-heavy region,ant2,samples/ant2.mp4,10.51
manual_relabel_required_no_labels_created,large_ge_ant2_median,False,True,038313070723d1bc,ant2_fam_04_glare_workers,ant2_frame_000329_t0010-977_jpg.rf.44a724eba8384e947c7e1bb4808f2f91.jpg,datasets/ants_v3_annotation_pack/ant2/final_images/ant2_frame_000329_t0010-977_jpg.rf.44a724eba8384e947c7e1bb4808f2f91.jpg,False,329,5,"{""area_max"": 0.08111190476190476, ""area_median"": 0.035333333333333335, ""area_min"": 0.017904761904761906, ""count"": 5, ""height_median"": 0.2, ""width_median"": 0.17}",700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000329_t0010-977_jpg.rf.44a724eba8384e947c7e1bb4808f2f91.jpg,d0abb73e8e8317a37f26923a31628d54d3b6e6393d56a71e6d9be36bf34268b4,600,True,False,True,selected for visual diversity: strong local glare/reflections; workers separated from queen area; transition away from brood-heavy region,ant2,samples/ant2.mp4,10.977
manual_relabel_required_no_labels_created,medium_bridge_v2_to_ant2,False,True,838313073623d8fc,ant2_fam_04_glare_workers,ant2_frame_000350_t0011-678_jpg.rf.ede1e027d3016584084111ed00c40dab.jpg,datasets/ants_v3_annotation_pack/ant2/final_images/ant2_frame_000350_t0011-678_jpg.rf.ede1e027d3016584084111ed00c40dab.jpg,False,350,5,"{""area_max"": 0.09342857142857142, ""area_median"": 0.020035714285714285, ""area_min"": 0.019066666666666666, ""count"": 5, ""height_median"": 0.14857142857142858, ""width_median"": 0.145}",700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000350_t0011-678_jpg.rf.ede1e027d3016584084111ed00c40dab.jpg,3985f40ffe4d65824f2d9de8ad54361052b1566eab7905c5cdd23cd51427aa4c,600,True,False,True,selected for visual diversity: strong local glare/reflections; workers separated from queen area; transition away from brood-heavy region,ant2,samples/ant2.mp4,11.678
manual_relabel_required_no_labels_created,medium_bridge_v2_to_ant2,False,True,03032307272399dc,ant2_fam_04_glare_workers,ant2_frame_000364_t0012-145_jpg.rf.bc1608cb7027dfd577c0407c5c6d8548.jpg,datasets/ants_v3_annotation_pack/ant2/final_images/ant2_frame_000364_t0012-145_jpg.rf.bc1608cb7027dfd577c0407c5c6d8548.jpg,False,364,4,"{""area_max"": 0.10086904761904762, ""area_median"": 0.021875, ""area_min"": 0.013907142857142858, ""count"": 4, ""height_median"": 0.14214285714285713, ""width_median"": 0.16999999999999998}",700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000364_t0012-145_jpg.rf.bc1608cb7027dfd577c0407c5c6d8548.jpg,dfd208ff34d7fb79540c9390f815ffee49b94817f793ed19c73fd4bbf748dc35,600,True,False,True,selected for visual diversity: strong local glare/reflections; workers separated from queen area; transition away from brood-heavy region,ant2,samples/ant2.mp4,12.145
manual_relabel_required_no_labels_created,large_ge_ant2_median,False,True,032303876663b9bc,ant2_fam_05_late_reflection_edge,ant2_frame_000392_t0013-079_jpg.rf.55a39f21c6487873eb5d364976564ed6.jpg,datasets/ants_v3_annotation_pack/ant2/final_images/ant2_frame_000392_t0013-079_jpg.rf.55a39f21c6487873eb5d364976564ed6.jpg,False,392,4,"{""area_max"": 0.10593333333333335, ""area_median"": 0.03481297321428571, ""area_min"": 0.016166666666666666, ""count"": 4, ""height_median"": 0.20194285714285712, ""width_median"": 0.18916666666666665}",700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000392_t0013-079_jpg.rf.55a39f21c6487873eb5d364976564ed6.jpg,01f0098006e07de042ba1c2901d80d835939f1ef9ed0fa02bf408f82422520e4,600,True,False,True,selected for visual diversity: late queen/worker positions; strongest large-box reference frame; edge/reflection distractor coverage,ant2,samples/ant2.mp4,13.079
manual_relabel_required_no_labels_created,large_ge_ant2_median,False,True,030323872663b99c,ant2_fam_05_late_reflection_edge,ant2_frame_000413_t0013-780_jpg.rf.a4ae5e62bbec2da9c5d013f2ce979dbc.jpg,datasets/ants_v3_annotation_pack/ant2/final_images/ant2_frame_000413_t0013-780_jpg.rf.a4ae5e62bbec2da9c5d013f2ce979dbc.jpg,False,413,4,"{""area_max"": 0.10281666666666668, ""area_median"": 0.0565223957142857, ""area_min"": 0.019399999999999997, ""count"": 4, ""height_median"": 0.21617142857142857, ""width_median"": 0.25742499999999996}",700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000413_t0013-780_jpg.rf.a4ae5e62bbec2da9c5d013f2ce979dbc.jpg,32a12220f9319a279a7e463539e6925a06ad64d28dcdac834de6a2cc4a8e72fa,600,True,False,True,selected for visual diversity: late queen/worker positions; strongest large-box reference frame; edge/reflection distractor coverage,ant2,samples/ant2.mp4,13.78
manual_relabel_required_no_labels_created,large_ge_ant2_median,False,True,030333072663b9dc,ant2_fam_05_late_reflection_edge,ant2_frame_000427_t0014-247_jpg.rf.5e24f7e93d62f2e9b844be1d8b325e17.jpg,datasets/ants_v3_annotation_pack/ant2/final_images/ant2_frame_000427_t0014-247_jpg.rf.5e24f7e93d62f2e9b844be1d8b325e17.jpg,False,427,4,"{""area_max"": 0.09495, ""area_median"": 0.03855638035714286, ""area_min"": 0.021738095238095237, ""count"": 4, ""height_median"": 0.18649285714285718, ""width_median"": 0.21666666666666667}",700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000427_t0014-247_jpg.rf.5e24f7e93d62f2e9b844be1d8b325e17.jpg,11a0a1d1e3f8182d91b706059ac818b82b5f94dd47f921ae3d0a1f9a75a8973b,600,True,False,True,selected for visual diversity: late queen/worker positions; strongest large-box reference frame; edge/reflection distractor coverage,ant2,samples/ant2.mp4,14.247
manual_relabel_required_no_labels_created,medium_bridge_v2_to_ant2,False,True,072733176663b19c,ant2_fam_05_late_reflection_edge,ant2_frame_000448_t0014-948_jpg.rf.3241a34f56a26f90002f899a36206737.jpg,datasets/ants_v3_annotation_pack/ant2/final_images/ant2_frame_000448_t0014-948_jpg.rf.3241a34f56a26f90002f899a36206737.jpg,False,448,3,"{""area_max"": 0.09675, ""area_median"": 0.028224761904761916, ""area_min"": 0.025654702857142844, ""count"": 3, ""height_median"": 0.13765714285714287, ""width_median"": 0.24696666666666658}",700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000448_t0014-948_jpg.rf.3241a34f56a26f90002f899a36206737.jpg,3d8a3a72a9997a2d419cf279ddf30a150f666663c1e1a0d57249493b921fc384,600,True,False,True,selected for visual diversity: late queen/worker positions; strongest large-box reference frame; edge/reflection distractor coverage,ant2,samples/ant2.mp4,14.948
manual_relabel_required_no_labels_created,large_ge_ant2_median,False,True,070723072663b1dc,ant2_fam_05_late_reflection_edge,ant2_frame_000469_t0015-648_jpg.rf.bd623f91d6aa6a2a6443756d0a1f2bf3.jpg,datasets/ants_v3_annotation_pack/ant2/final_images/ant2_frame_000469_t0015-648_jpg.rf.bd623f91d6aa6a2a6443756d0a1f2bf3.jpg,False,469,4,"{""area_max"": 0.09822857142857143, ""area_median"": 0.03492781285714286, ""area_min"": 0.025478571428571427, ""count"": 4, ""height_median"": 0.16097142857142854, ""width_median"": 0.25083333333333335}",700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000469_t0015-648_jpg.rf.bd623f91d6aa6a2a6443756d0a1f2bf3.jpg,09aa68930ac3e604b38600fc3b8f72f22f5a3caef7bca483cbe11d7384a0a0bc,600,True,False,True,selected for visual diversity: late queen/worker positions; strongest large-box reference frame; edge/reflection distractor coverage,ant2,samples/ant2.mp4,15.648
