annotation_policy,bbox_scale_category_from_historical_reference,context_tags,design_existing_annotation_count_reference_only,frame_index,historical_bbox_stats_reference_only,historical_label_sha256_reference_only,image_height,image_path,image_sha256,image_width,metadata_only_notice,pack_filename,parsed_yolo_bbox_rows_from_historical_label_reference_only,selection_reason,source,source_image_path_reference_only,source_label_path_reference_only,source_video,timestamp_seconds
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""container_context"", ""cotton_context"", ""large_workers"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required""]",4,112,"{""area_max"": 0.11017142857142857, ""area_median"": 0.03172538571428572, ""area_min"": 0.022585714285714285, ""count"": 4, ""height_median"": 0.1506428571428572, ""width_median"": 0.2106}",8b7970ce6a8ce5a79c749944bc9eb6f5b3ff21bc3504d59e5b6cce64c64c4279,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000112_t0003-737_jpg.rf.adae2bf15862175313b8974d592d2459.jpg,e54b4d3d33ff08dcfea9c6501e3e1b65ca7f4df45bf836441b6d6e59ec82ebf4,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000112_t0003-737_jpg.rf.adae2bf15862175313b8974d592d2459.jpg,4,"[""temporal coverage"", ""own-colony close-up scale"", ""queen/large worker scale""]",ant2,exported_dataset/train/images/ant2_frame_000112_t0003-737_jpg.rf.adae2bf15862175313b8974d592d2459.jpg,exported_dataset/train/labels/ant2_frame_000112_t0003-737_jpg.rf.adae2bf15862175313b8974d592d2459.txt,samples/ant2.mp4,3.737
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",3,126,"{""area_max"": 0.02935238095238095, ""area_median"": 0.028183333333333335, ""area_min"": 0.018852380952380954, ""count"": 3, ""height_median"": 0.13142857142857142, ""width_median"": 0.17833333333333334}",e37cbe79f8a5d33015a55f7809e8a69465486fcb46d173336d1d19f9c27ab111,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000126_t0004-204_jpg.rf.6b8da0815be50475e796ed91ea025b24.jpg,f435c3d5a43854cc9f20e3d7882f8c0b4cffe2cc63616e815b19bc7fd76bfbc0,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000126_t0004-204_jpg.rf.6b8da0815be50475e796ed91ea025b24.jpg,3,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors""]",ant2,exported_dataset/train/images/ant2_frame_000126_t0004-204_jpg.rf.6b8da0815be50475e796ed91ea025b24.jpg,exported_dataset/train/labels/ant2_frame_000126_t0004-204_jpg.rf.6b8da0815be50475e796ed91ea025b24.txt,samples/ant2.mp4,4.204
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",5,133,"{""area_max"": 0.11353571428571428, ""area_median"": 0.03476428571428571, ""area_min"": 0.01965994095238096, ""count"": 5, ""height_median"": 0.18571428571428567, ""width_median"": 0.15606666666666663}",5300e88aff82abd804b9116871eed34f1e82ce89e8d073cb97abf612af9381e9,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000133_t0004-438_jpg.rf.eb3ae7a968ce6e9eea48726402e856d3.jpg,038915167af83c16b8f53b5378a489b69a92ba230fa3bc535b941d5ebddd92e5,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000133_t0004-438_jpg.rf.eb3ae7a968ce6e9eea48726402e856d3.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000133_t0004-438_jpg.rf.eb3ae7a968ce6e9eea48726402e856d3.jpg,exported_dataset/train/labels/ant2_frame_000133_t0004-438_jpg.rf.eb3ae7a968ce6e9eea48726402e856d3.txt,samples/ant2.mp4,4.438
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",3,147,"{""area_max"": 0.029585714285714288, ""area_median"": 0.029326190476190474, ""area_min"": 0.022285714285714287, ""count"": 3, ""height_median"": 0.16142857142857142, ""width_median"": 0.18166666666666667}",6c59cb93edb7193ec4f6d483f524694d655813282746be1fc2b6cb8e55a603b4,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000147_t0004-905_jpg.rf.36c30cce6d2e2c37164e8811c26dd0cb.jpg,46de1ad3460cfdc35948e3ca8884d5f1f1bad77b1a10a13c24e15e76dc6c7ebd,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000147_t0004-905_jpg.rf.36c30cce6d2e2c37164e8811c26dd0cb.jpg,3,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors""]",ant2,exported_dataset/train/images/ant2_frame_000147_t0004-905_jpg.rf.36c30cce6d2e2c37164e8811c26dd0cb.jpg,exported_dataset/train/labels/ant2_frame_000147_t0004-905_jpg.rf.36c30cce6d2e2c37164e8811c26dd0cb.txt,samples/ant2.mp4,4.905
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",4,161,"{""area_max"": 0.0393733785714286, ""area_median"": 0.03118803226190476, ""area_min"": 0.02346666666666667, ""count"": 4, ""height_median"": 0.17623571428571427, ""width_median"": 0.18916666666666668}",d18632c3f763d148677a11682f9489acf1155d753eef8c6f6a26659f39d5cf35,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000161_t0005-372_jpg.rf.466084ce20be5598a63ea1bbd0c520d2.jpg,c323e22238016bd4e497ba589c17b9653a3ad7d99367ba8c75f7bf62d17b309b,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000161_t0005-372_jpg.rf.466084ce20be5598a63ea1bbd0c520d2.jpg,4,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors""]",ant2,exported_dataset/test/images/ant2_frame_000161_t0005-372_jpg.rf.466084ce20be5598a63ea1bbd0c520d2.jpg,exported_dataset/test/labels/ant2_frame_000161_t0005-372_jpg.rf.466084ce20be5598a63ea1bbd0c520d2.txt,samples/ant2.mp4,5.372
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",3,168,"{""area_max"": 0.09524285714285713, ""area_median"": 0.03659285714285714, ""area_min"": 0.024047619047619047, ""count"": 3, ""height_median"": 0.20142857142857143, ""width_median"": 0.18166666666666667}",9b3525c05423cfd41e13649a6a5be5bf3439a4c79a5163e4c44d349639df758f,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000168_t0005-605_jpg.rf.afb9a3b34bfcf2cdbbdef7684c5e8cf4.jpg,a4c031c93d9f1b6be0e61e37a7cac25c6d7d117bf137f38247026ec4d3219c8a,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000168_t0005-605_jpg.rf.afb9a3b34bfcf2cdbbdef7684c5e8cf4.jpg,3,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors""]",ant2,exported_dataset/train/images/ant2_frame_000168_t0005-605_jpg.rf.afb9a3b34bfcf2cdbbdef7684c5e8cf4.jpg,exported_dataset/train/labels/ant2_frame_000168_t0005-605_jpg.rf.afb9a3b34bfcf2cdbbdef7684c5e8cf4.txt,samples/ant2.mp4,5.605
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",5,182,"{""area_max"": 0.09819285714285712, ""area_median"": 0.022585714285714285, ""area_min"": 0.02102857142857143, ""count"": 5, ""height_median"": 0.1766285714285714, ""width_median"": 0.13666666666666666}",86c5c46bbbac326342c045a154e99380d64145a1dbc09016193a3895bd2f3a5b,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000182_t0006-072_jpg.rf.1f1bf5ee0305e5595449b9740e90ae9e.jpg,2c575de63f6d7cfc4710cf67f210e319675c4a8fc974193763a4763c41a092ac,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000182_t0006-072_jpg.rf.1f1bf5ee0305e5595449b9740e90ae9e.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000182_t0006-072_jpg.rf.1f1bf5ee0305e5595449b9740e90ae9e.jpg,exported_dataset/train/labels/ant2_frame_000182_t0006-072_jpg.rf.1f1bf5ee0305e5595449b9740e90ae9e.txt,samples/ant2.mp4,6.072
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",5,189,"{""area_max"": 0.0790722333333333, ""area_median"": 0.029314285714285713, ""area_min"": 0.02057142857142857, ""count"": 5, ""height_median"": 0.18571428571428572, ""width_median"": 0.19}",03c1f2b86d1f9982f64ea224a59a1261f6379c6f558cacbd881cef8e6c2e0cf7,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000189_t0006-306_jpg.rf.5b13381c521daf6ba26755bcfba51678.jpg,c4e3bbe135007b26fad6ac7175f216ed3ecf96e8f6153bc84284791d1f0392fa,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000189_t0006-306_jpg.rf.5b13381c521daf6ba26755bcfba51678.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000189_t0006-306_jpg.rf.5b13381c521daf6ba26755bcfba51678.jpg,exported_dataset/train/labels/ant2_frame_000189_t0006-306_jpg.rf.5b13381c521daf6ba26755bcfba51678.txt,samples/ant2.mp4,6.306
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",5,203,"{""area_max"": 0.0800147992857143, ""area_median"": 0.026072262857142856, ""area_min"": 0.0224, ""count"": 5, ""height_median"": 0.16, ""width_median"": 0.18666666666666668}",97bbdb726aca936266ea9169343d119745399dda7a14511874da845ab35c6fc2,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000203_t0006-773_jpg.rf.4e6ae3f3247bedd2711775f00306d7a9.jpg,39359f8cd1c6b04961e2a7efbb189580bf14ccd5830e658b37bd7102cb094109,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000203_t0006-773_jpg.rf.4e6ae3f3247bedd2711775f00306d7a9.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000203_t0006-773_jpg.rf.4e6ae3f3247bedd2711775f00306d7a9.jpg,exported_dataset/train/labels/ant2_frame_000203_t0006-773_jpg.rf.4e6ae3f3247bedd2711775f00306d7a9.txt,samples/ant2.mp4,6.773
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",5,217,"{""area_max"": 0.08581122, ""area_median"": 0.0234, ""area_min"": 0.020266666666666665, ""count"": 5, ""height_median"": 0.18428571428571427, ""width_median"": 0.17}",729ca4e7168ab1524094dc9626bbb173db192691888ccbf1ae67f8d528d2ae74,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000217_t0007-240_jpg.rf.c65de929855eacd964ef2761c90c1322.jpg,0a56e32fb8884cb7900a7c246464368ec818f9742841cb71cd2ff0d0dae10afc,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000217_t0007-240_jpg.rf.c65de929855eacd964ef2761c90c1322.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000217_t0007-240_jpg.rf.c65de929855eacd964ef2761c90c1322.jpg,exported_dataset/train/labels/ant2_frame_000217_t0007-240_jpg.rf.c65de929855eacd964ef2761c90c1322.txt,samples/ant2.mp4,7.24
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",5,224,"{""area_max"": 0.07917863833333337, ""area_median"": 0.022500000000000003, ""area_min"": 0.0144, ""count"": 5, ""height_median"": 0.16, ""width_median"": 0.19166666666666668}",ca18ca7556a7f78592578b98cfccf4b4b4e96694393e966169cda3ceba0e2021,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000224_t0007-474_jpg.rf.3498aa79a5968f826e1dd63b5a3f0706.jpg,11b331f4ba07a0528545612f99e553bed152d9c2bbbc81a0fdd4484bc1ce580d,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000224_t0007-474_jpg.rf.3498aa79a5968f826e1dd63b5a3f0706.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/valid/images/ant2_frame_000224_t0007-474_jpg.rf.3498aa79a5968f826e1dd63b5a3f0706.jpg,exported_dataset/valid/labels/ant2_frame_000224_t0007-474_jpg.rf.3498aa79a5968f826e1dd63b5a3f0706.txt,samples/ant2.mp4,7.474
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",large_ge_ant2_median,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",5,238,"{""area_max"": 0.06290622, ""area_median"": 0.03516190476190476, ""area_min"": 0.018166666666666668, ""count"": 5, ""height_median"": 0.16714285714285715, ""width_median"": 0.22166666666666668}",5bc274ff33e178d9bdf17d1646c29656f5242eceb5a25d17726a4366852df5e0,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000238_t0007-941_jpg.rf.8bc910f58d0601d8d118a6ab93504bd3.jpg,827364342c21191d25cd75b7f13818bbcac1341555382d7738908512cce8f50c,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000238_t0007-941_jpg.rf.8bc910f58d0601d8d118a6ab93504bd3.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000238_t0007-941_jpg.rf.8bc910f58d0601d8d118a6ab93504bd3.jpg,exported_dataset/train/labels/ant2_frame_000238_t0007-941_jpg.rf.8bc910f58d0601d8d118a6ab93504bd3.txt,samples/ant2.mp4,7.941
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",6,245,"{""area_max"": 0.0777047619047619, ""area_median"": 0.02582261904761905, ""area_min"": 0.01807619047619048, ""count"": 6, ""height_median"": 0.16214285714285714, ""width_median"": 0.1725}",cb1bad1ef4d584cc81c13a7dafa475bcf4a5a596ec48b02e17ac7845e0407adf,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000245_t0008-174_jpg.rf.432d1f28cda5b99ebf1bb7ac806ef9f5.jpg,9287be44ab6feb23af0c4dbe0cfa90f9707534af3fcb806f576636c72c43ff33,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000245_t0008-174_jpg.rf.432d1f28cda5b99ebf1bb7ac806ef9f5.jpg,6,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/train/images/ant2_frame_000245_t0008-174_jpg.rf.432d1f28cda5b99ebf1bb7ac806ef9f5.jpg,exported_dataset/train/labels/ant2_frame_000245_t0008-174_jpg.rf.432d1f28cda5b99ebf1bb7ac806ef9f5.txt,samples/ant2.mp4,8.174
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",4,259,"{""area_max"": 0.029961904761904763, ""area_median"": 0.020027380952380953, ""area_min"": 0.012857142857142857, ""count"": 4, ""height_median"": 0.14785714285714285, ""width_median"": 0.13916666666666666}",c81d72a85ccc7d22014f7dc34be4ca1c2a4299d17c6e8787f1073d409058ca42,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000259_t0008-642_jpg.rf.a44dcc08b193958e74aca2369a095fd3.jpg,5148ebaef5fd0553b4a05e285147d1c7632cb39d15f4a4ac5e326d18fa524fd3,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000259_t0008-642_jpg.rf.a44dcc08b193958e74aca2369a095fd3.jpg,4,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors""]",ant2,exported_dataset/train/images/ant2_frame_000259_t0008-642_jpg.rf.a44dcc08b193958e74aca2369a095fd3.jpg,exported_dataset/train/labels/ant2_frame_000259_t0008-642_jpg.rf.a44dcc08b193958e74aca2369a095fd3.txt,samples/ant2.mp4,8.642
"{""adult_ant_positive"": [""queen"", ""worker"", ""major"", ""minor"", ""replete""], ""box_policy"": ""one physical adult ant = one tight visible body box around head + thorax + abdomen; no intentional leg/antenna-tip padding; overlapping boxes allowed"", ""class_mapping"": {""0"": ""ant""}, ""forbidden"": [""training"", ""pseudo-labeling"", ""copying historical ant2 labels as new FormicAI ground truth"", ""remapping AntsNet labels automatically"", ""declaring hard negatives before full-resolution human zero-ant verification""], ""not_ant"": [""brood"", ""food"", ""cotton"", ""substrate"", ""reflection""]}",medium_bridge_v2_to_ant2,"[""ant2"", ""brood_context"", ""container_context"", ""cotton_context"", ""food_context"", ""large_workers"", ""multiple_adult_ants"", ""own_colony"", ""queen_large"", ""substrate_context"", ""tight_relabel_required"", ""workers_near_touching_queen""]",5,273,"{""area_max"": 0.030952380952380953, ""area_median"": 0.027414285714285717, ""area_min"": 0.016342857142857145, ""count"": 5, ""height_median"": 0.1442857142857143, ""width_median"": 0.175}",b56fd9f486fe543be08017cf7f857031407503f3a91fd4ea36f8e1381700bb80,700,datasets/ants_v3_annotation_pack/ant2/images/ant2_frame_000273_t0009-109_jpg.rf.4b1c040decf46efa81e82e021672bd93.jpg,8378a04c60b226a0092fe3df9dd8c7372ea575b6ccc9e8cded7fcce7ec008b60,600,Historical ant2 labels are reference metadata only and were not copied as FormicAI v3 ground truth.,ant2_frame_000273_t0009-109_jpg.rf.4b1c040decf46efa81e82e021672bd93.jpg,5,"[""temporal coverage"", ""own-colony close-up scale"", ""workers near queen and brood/food distractors"", ""multiple visible ants""]",ant2,exported_dataset/valid/images/ant2_frame_000273_t0009-109_jpg.rf.4b1c040decf46efa81e82e021672bd93.jpg,exported_dataset/valid/labels/ant2_frame_000273_t0009-109_jpg.rf.4b1c040decf46efa81e82e021672bd93.txt,samples/ant2.mp4,9.109
