sourceSequence,originalFrame,originalFilename,split,packFilename,relativePath,gtAntCountFromANTS,densityBucket,imageWidth,imageHeight,reasonFeatures
Seq0003,351,000351.jpg,train,Seq0003_000351.jpg,train/Seq0003/Seq0003_000351.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,1,000001.jpg,train,Seq0004_000001.jpg,train/Seq0004/Seq0004_000001.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,16,000016.jpg,train,Seq0004_000016.jpg,train/Seq0004/Seq0004_000016.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,30,000030.jpg,train,Seq0004_000030.jpg,train/Seq0004/Seq0004_000030.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,45,000045.jpg,train,Seq0004_000045.jpg,train/Seq0004/Seq0004_000045.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,59,000059.jpg,train,Seq0004_000059.jpg,train/Seq0004/Seq0004_000059.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,74,000074.jpg,train,Seq0004_000074.jpg,train/Seq0004/Seq0004_000074.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,89,000089.jpg,train,Seq0004_000089.jpg,train/Seq0004/Seq0004_000089.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,103,000103.jpg,train,Seq0004_000103.jpg,train/Seq0004/Seq0004_000103.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,118,000118.jpg,train,Seq0004_000118.jpg,train/Seq0004/Seq0004_000118.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,132,000132.jpg,train,Seq0004_000132.jpg,train/Seq0004/Seq0004_000132.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,147,000147.jpg,train,Seq0004_000147.jpg,train/Seq0004/Seq0004_000147.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,161,000161.jpg,train,Seq0004_000161.jpg,train/Seq0004/Seq0004_000161.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,176,000176.jpg,train,Seq0004_000176.jpg,train/Seq0004/Seq0004_000176.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,191,000191.jpg,train,Seq0004_000191.jpg,train/Seq0004/Seq0004_000191.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,205,000205.jpg,train,Seq0004_000205.jpg,train/Seq0004/Seq0004_000205.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,220,000220.jpg,train,Seq0004_000220.jpg,train/Seq0004/Seq0004_000220.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,234,000234.jpg,train,Seq0004_000234.jpg,train/Seq0004/Seq0004_000234.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,249,000249.jpg,train,Seq0004_000249.jpg,train/Seq0004/Seq0004_000249.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,263,000263.jpg,train,Seq0004_000263.jpg,train/Seq0004/Seq0004_000263.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,278,000278.jpg,train,Seq0004_000278.jpg,train/Seq0004/Seq0004_000278.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,293,000293.jpg,train,Seq0004_000293.jpg,train/Seq0004/Seq0004_000293.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,307,000307.jpg,train,Seq0004_000307.jpg,train/Seq0004/Seq0004_000307.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,322,000322.jpg,train,Seq0004_000322.jpg,train/Seq0004/Seq0004_000322.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,336,000336.jpg,train,Seq0004_000336.jpg,train/Seq0004/Seq0004_000336.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0004,351,000351.jpg,train,Seq0004_000351.jpg,train/Seq0004/Seq0004_000351.jpg,10,medium,1920,1080,ants_isolated_or_moderate|clean_background|density_medium|gt_count_10|indoor|large_ants|spatial_middle_center|strong_contrast|temporal_sampling
Seq0007,1,000001.jpg,train,Seq0007_000001.jpg,train/Seq0007/Seq0007_000001.jpg,26,low,1280,720,crowded_scene|crowding|density_low|gt_count_26|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,24,000024.jpg,train,Seq0007_000024.jpg,train/Seq0007/Seq0007_000024.jpg,37,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_37|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,48,000048.jpg,train,Seq0007_000048.jpg,train/Seq0007/Seq0007_000048.jpg,38,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_38|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,71,000071.jpg,train,Seq0007_000071.jpg,train/Seq0007/Seq0007_000071.jpg,38,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_38|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,94,000094.jpg,train,Seq0007_000094.jpg,train/Seq0007/Seq0007_000094.jpg,36,low,1280,720,crowded_scene|crowding|density_low|gt_count_36|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,118,000118.jpg,train,Seq0007_000118.jpg,train/Seq0007/Seq0007_000118.jpg,35,low,1280,720,crowded_scene|crowding|density_low|gt_count_35|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,141,000141.jpg,train,Seq0007_000141.jpg,train/Seq0007/Seq0007_000141.jpg,40,high,1280,720,crowded_scene|crowding|density_high|gt_count_40|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,164,000164.jpg,train,Seq0007_000164.jpg,train/Seq0007/Seq0007_000164.jpg,38,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_38|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,187,000187.jpg,train,Seq0007_000187.jpg,train/Seq0007/Seq0007_000187.jpg,33,low,1280,720,crowded_scene|crowding|density_low|gt_count_33|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,211,000211.jpg,train,Seq0007_000211.jpg,train/Seq0007/Seq0007_000211.jpg,33,low,1280,720,crowded_scene|crowding|density_low|gt_count_33|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,234,000234.jpg,train,Seq0007_000234.jpg,train/Seq0007/Seq0007_000234.jpg,33,low,1280,720,crowded_scene|crowding|density_low|gt_count_33|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,257,000257.jpg,train,Seq0007_000257.jpg,train/Seq0007/Seq0007_000257.jpg,34,low,1280,720,crowded_scene|crowding|density_low|gt_count_34|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,281,000281.jpg,train,Seq0007_000281.jpg,train/Seq0007/Seq0007_000281.jpg,36,low,1280,720,crowded_scene|crowding|density_low|gt_count_36|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,304,000304.jpg,train,Seq0007_000304.jpg,train/Seq0007/Seq0007_000304.jpg,38,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_38|organic_litter|outdoor|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,327,000327.jpg,train,Seq0007_000327.jpg,train/Seq0007/Seq0007_000327.jpg,37,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_37|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,351,000351.jpg,train,Seq0007_000351.jpg,train/Seq0007/Seq0007_000351.jpg,35,low,1280,720,crowded_scene|crowding|density_low|gt_count_35|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,374,000374.jpg,train,Seq0007_000374.jpg,train/Seq0007/Seq0007_000374.jpg,39,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_39|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,397,000397.jpg,train,Seq0007_000397.jpg,train/Seq0007/Seq0007_000397.jpg,39,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_39|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,421,000421.jpg,train,Seq0007_000421.jpg,train/Seq0007/Seq0007_000421.jpg,39,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_39|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,444,000444.jpg,train,Seq0007_000444.jpg,train/Seq0007/Seq0007_000444.jpg,35,low,1280,720,crowded_scene|crowding|density_low|gt_count_35|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,467,000467.jpg,train,Seq0007_000467.jpg,train/Seq0007/Seq0007_000467.jpg,35,low,1280,720,crowded_scene|crowding|density_low|gt_count_35|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,491,000491.jpg,train,Seq0007_000491.jpg,train/Seq0007/Seq0007_000491.jpg,39,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_39|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,514,000514.jpg,train,Seq0007_000514.jpg,train/Seq0007/Seq0007_000514.jpg,40,high,1280,720,crowded_scene|crowding|density_high|gt_count_40|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,537,000537.jpg,train,Seq0007_000537.jpg,train/Seq0007/Seq0007_000537.jpg,41,high,1280,720,crowded_scene|crowding|density_high|gt_count_41|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,560,000560.jpg,train,Seq0007_000560.jpg,train/Seq0007/Seq0007_000560.jpg,39,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_39|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,584,000584.jpg,train,Seq0007_000584.jpg,train/Seq0007/Seq0007_000584.jpg,39,medium,1280,720,crowded_scene|crowding|density_medium|gt_count_39|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,607,000607.jpg,train,Seq0007_000607.jpg,train/Seq0007/Seq0007_000607.jpg,41,high,1280,720,crowded_scene|crowding|density_high|gt_count_41|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,630,000630.jpg,train,Seq0007_000630.jpg,train/Seq0007/Seq0007_000630.jpg,40,high,1280,720,crowded_scene|crowding|density_high|gt_count_40|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,654,000654.jpg,train,Seq0007_000654.jpg,train/Seq0007/Seq0007_000654.jpg,42,high,1280,720,crowded_scene|crowding|density_high|gt_count_42|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0007,677,000677.jpg,train,Seq0007_000677.jpg,train/Seq0007/Seq0007_000677.jpg,42,high,1280,720,crowded_scene|crowding|density_high|gt_count_42|organic_litter|outdoor|partial_or_edge_ant_candidate|small_ants|spatial_middle_center|temporal_sampling|textured_background
Seq0008,1,000001.jpg,train,Seq0008_000001.jpg,train/Seq0008/Seq0008_000001.jpg,31,high,1280,720,crowded_scene|density_high|gt_count_31|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
Seq0008,20,000020.jpg,train,Seq0008_000020.jpg,train/Seq0008/Seq0008_000020.jpg,33,high,1280,720,crowded_scene|density_high|gt_count_33|nest_entrance|outdoor|partial_or_edge_ant_candidate|shadows|small_ants|soil|spatial_middle_center|temporal_sampling|variable_density
